genome,MC02(8-10cmbsf),MC02(28-30cmbsf),D1T1(0-2cmbsf),D1T1(4-6cmbsf),D1T2(4-6cmbsf),D1T2(24-26cmbsf),T1B3R1(0-3cmbsf),T1B3R2(0-3cmbsf),T1B5(0-2cmbsf),T1B5(8-10cmbsf),T1B5(28-30cmbsf),T1B5(38-40cmbsf),T1B8(2-4cmbsf),T1B8(16-18cmbsf),T1L6T1(0-3cmbsf),T1L6T2(0-3cmbsf),T1B10(0-2cmbsf),T1B10(36-38cmbsf),T1B10(44-46cmbsf),T1B11(0-3cmbsf),T3L11(0-3cmbsf),T3L11(6-9cmbsf),T3L11(12-15cmbsf),T3L11(18-21cmbsf),T3L8(0-3cmbsf),T3L8(6-9cmbsf),T3L8(12-15cmbsf),T3L7(18-21cmbsf),T3L14(0-2cmbsf),T3L14(4-6cmbsf),T3L14(6-8cmbsf),T3L14(12-14cmbsf),T3L14(18-20cmbsf),T1L10(0-3cmbsf),T1L10(6-9cmbsf),T1L10(12-15cmbsf),T1L10(18-21cmbsf)
B13T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02120133,0.03460096,0.13611627,0.05522279,0.09992792,0.3004682,0.3829944,0.023182541,0.023743942,0.022745794,0.054179978,0.2589432,0.24646473,0.072505936,0.13635524,0.13372727,0.045632165
B28T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0.007885701,0.00682888,0,0,0.072875164,0.06534352,0.09427789,0,0.009730075,0.009498778,0,0,0,0,0,0,0,0.012068626,0.013505024,0,0,0,0.015422856,0,0
B26T1L6,0,0,0,0,0,0,0.046294894,0.04690057,0.027524631,0.013561035,0,0.01961532,0.028082673,0.006432714,0.21395259,0.21934243,0,0,0,0.020028729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B45T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026181675,0.02459797,0,0,0.022419505,0,0,0,0.02617276,0.039829507,0.05391863,0.025378045,0,0,0.015964132,0.039844096,0
B24D1T1,0,0.032365695,0.05980443,0.01709108,0,0,0.017624427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B20D1T2,0.07571587,0.08666352,0.05425417,0.095333315,0.15327857,0.32868594,0.04062986,0.035217136,0.080548905,0.12632081,0.043836165,0.019747049,0.16314138,0.037570097,0.035049703,0.041967187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B39T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06192403,0.21460229,0,0,0.012949639,0,0.013729271,0,0,0,0,0,0,0,0,0,0,0,0,0
B54T1B8,0,0,0,0,0,0,0,0,0,0.008527762,0.017588269,0.03431117,0.03618595,0.040609993,0,0,0,0,0.011598618,0.01291776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B18T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017345807,0.029316703,0.03909863,0,0.042068165,0.08779769,0,0,0.029183334,0.018710507,0.036559537,0.07924724,0,0.07503113,0.078653246,0.22615223,0.2474523
B11T1B11,0,0,0,0,0,0,0,0,0,0,0,0.016068857,0.022038441,0.028166242,0,0,0,0.06804805,0.037924398,1.192602,0.13107751,0.08280224,0.025203805,0.016209982,0.085413344,0,0,0,0.083132945,0.08056557,0.074654624,0,0,0.1852727,0.18117402,0.020013416,0.0559566
B83T1L10,0,0,0,0,0,0,0,0,0,0,0,0.014828093,0.014493574,0.024672773,0,0,0,0,0.015009371,0,0,0.021183364,0,0,0,0,0,0,0,0,0,0,0,0.05770955,0.3741776,0.3831683,0.18713312
B12T1B5,0,0,0,0,0,0,0,0,0,0.010922095,0.035053343,0.1278799,0.029766092,0.03406432,0,0,0,0,0.009223405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B22T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20931031,0.27532613,0.20358306,0,0.012465984,0,0,0,0,0,0,0,0,0.0134871,0.011893542,0,0,0,0,0,0
B74T1B5,0,0,0,0,0,0,0.024775332,0.03186019,0.03323326,0.016301427,0.044589385,0.09118157,0.031208854,0.020519184,0.043688085,0.029095257,0,0.022210434,0.010906025,0.016642079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014007092,0,0
B87T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0.002744354,0,0,0,0,0,0.007926402,0,0.037147813,0.038077477,0.063419335,0.01762122,0.027454637,0.024233434,0,0,0.02121093,0.019392008,0.023161108,0.030887483,0.05245155,0.035521857,0.026444478,0.052716583,0.056037277
B69T1B5,0,0,0.006906043,0,0,0,0,0,0.010245362,0,0,0.0750105,0,0,0.02794515,0.052036505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B12T3L8,0,0,0,0,0,0,0,0,0.010180264,0.010107913,0,0.018402481,0.009320441,0.010163252,0.033530857,0.025818821,0,0.03321928,0.028444594,0.025282295,0.17041488,0.13192958,0.16607623,0.08084811,0.16512059,0.17215846,0.10016654,0.06534985,0.16172065,0.13892232,0.19632766,0.22964545,0.19910103,0.14904194,0.20223647,0.17918058,0.08488845
B5T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008820451,0.04961277,0.020674136,0.03201157,0.056198474,0.040400337,0.23072101,0,0,0.014445759,0.030832797,0.05024509,0.028673328,0.024990793,0,0
B72T1B8,0,0,0,0,0,0,0,0,0.009555503,0,0.018783841,0.024443243,0.042017248,0.030099979,0,0,0,0.015187305,0.010333214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015364679,0,0,0,0,0,0,0,0,0,0,0.02202817,0.009159076,0.027267564,0.10298649
B77T1B5,0.030178117,0.030305728,0.007435144,0,0.024159677,0.017499669,0,0,0.06811345,0.017684504,0.016554205,0.01297417,0.03491222,0.008160401,0.043988507,0.02787008,0,0.017411217,0.011292553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B20T1B5,0,0,0,0,0,0,0,0,0,0,0.013696183,0.051735263,0,0.004685223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11T1B5,0,0,0,0,0,0,0,0,0,0,0,0.1046826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23T1B8,0,0,0,0,0,0,0,0,0,0,0.019432105,0.003307429,0.079067424,0.006200132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B27T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.002824787,0.00498393,0,0,0,0,0.013157662,0,0.027963605,0.02069084,0.08212822,0.015186153,0.022952948,0.06371633,0.049091652,0,0.032939658,0.026009608,0.030569002,0.03581747,0.07210466,0.05537777,0.06935427,0.046015855,0.08154818
B59T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.26842967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B61T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107712485,0.13051431,0.10682107,0.009623862,0.09925586,0.05488161,0.053155933,0,0.15497807,0.08031145,0.104040995,0.072568364,0.10732704,0.10192237,0.0391264,0.019108023,0.017455878
B14D1T2,0,0,0,0,0.030428544,0.08371425,0,0,0.011373645,0.009376165,0,0,0.045218986,0.03142497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B25T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014349458,0.034490623,0.09930541,0.34680623,0.05530546,0.111820616,0.076517366,0.62774247,0,0.019359067,0.023574919,0.0496273,0.044759475,0.028001605,0.103645355,0.12314828,0.12986624
B76T1B5,0,0,0,0,0,0,0,0,0.010858132,0,0.06438749,0.2180728,0.054692242,0.12997086,0,0,0,0,0.009363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B16D1T2,0.035684053,0.064678065,0.037299685,0.035486516,0.0377841,0.63641757,0,0,0.011916195,0.011519893,0.024531098,0.026561506,0.060728602,0.113366805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7MC02,0.06970281,0.055161286,0.007622779,0.015197739,0.026573924,0.060236886,0,0,0.008602404,0.015782548,0,0.006483484,0.010534232,0.006177981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012833224,0.020169364,0,0,0,0,0.5847335,0.4178188,0.24487536,0.1131968,0.31435922,0.3032603,0.2915952,0.101828955,0.38577342,0.4110191,0.4350889,0.30432832,0.24270004,0.48519447,0.44198865,0.54606956,0.312408
B17T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02641979,0.019973366,0.012108581,0,0.033414744,0,0,0,0.043823898,0.03502964,0.052662853,0.041016407,0,0.0373105,0.034147795,0,0
B41T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11995291,0.124167904,0,0.028280018,0.14925297,0.014012839,0,0,0,0,0.19018549,0,0.040579755,0.12805165,0.121885665
B7T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02871745,0.05217189,0,0.018129231,0.15057097,0.026085755,0,0,0,0,0.07873973,0,0.006031054,0.014584148,0.017667599
B32T1B10,0,0,0,0,0,0,0,0,0.031559777,0.059699237,0.09062651,0.27042896,0.01689235,0.006002172,0.07989251,0.038414873,0.35505253,0.42893597,0.38109174,0.04506417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B64T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024183154,0.26103985,0.38246813,0.019321732,0,0.27063328,0.14849122,0,0,0.4184708,0.16806109,0.24622671,0.35145125,0,0.2402326,0.04067483,0.026027506,0
B39T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25385684
B14T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04184242,0
B43T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236394,0.015340996,0,0,0.037757,0,0,0,0.19765647,0.08945014,0.08954831,0,0,0.03862096,0,0.012572669,0
B63T1B8,0,0,0,0,0,0,0,0,0,0,0,0.010923092,0.1142977,0.16236502,0,0,0,0,0.018005349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6MC02,0.032835755,0.029037725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13T1B11,0,0,0,0,0,0,0,0,0,0,0,0.00773802,0,0,0.023009777,0,0.07630175,0.034275535,0.04409816,0.2852969,0,0.011582895,0.026519924,0.012465905,0,0,0,0,0,0,0,0,0,0.026583547,0.06969625,0.05070719,0.03934771
B17T1L6,0,0,0,0,0,0,0.028359178,0.025086574,0.015085514,0.009770134,0,0.004337565,0.005720366,0,0.1282177,0.055322625,0.05626643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B99T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.002066605,0,0,0,0,0,0,0,0.030077033,0,0,0,0.019938625,0,0,0,0,0.015393912,0.022058116,0,0,0.10451184,0.05562291,0,0
B74T1L10,0,0,0,0,0,0.024625365,0,0,0,0,0,0.006820292,0.07074845,0.019936139,0,0,0.15858753,0.11782186,0.019272963,0,0.023362633,0.013797965,0.017889848,0,0.06313697,0,0,0,0.021974685,0.046661276,0.044256013,0,0,0.062220067,0.16057254,0.039051045,0.017488463
B44T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009096293,0,0.01618785,0.026288478,0.042276457,0.027886808,0,0.025315845,0,0.026555432,0,0,0.013146076,0.027996974,0.031885244,0,0.019419864,0.025829189,0.012956974
B3T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0.004297533,0.00810175,0,0,0,0,0,0,0,0.013709728,0.19737703,0.025793012,0,0.11554721,0.0929798,0,0,0,0,0.066382006,0.10055947,0,0.023476632,0.03009645,0.02250659
B53T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7847709
B37T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526345,0,0,0,0.1566086,0,0,0,0,0,0,0,0,0
B48T1B8,0.018432358,0,0.009488462,0.012972799,0.037902184,0.020982964,0,0,0.025777292,0.07485511,0.026691074,0.010380656,0.11496721,0.08112524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B86T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008996565,0.027802154,0.030715985,0,0,0,0,0,0,0,0,0,0,0,0.011193026,0
B34T3L8,0,0,0,0,0,0,0,0,0,0,0,0.005103249,0.02254247,0.007031836,0,0,0.08260096,0.18273886,0.16874279,0.043532476,0.16965453,0.21091537,0.4348608,0.15766227,0.17042327,0.16753235,0.16597201,0.19795442,0.054437608,0.12039945,0.12564705,0.21368271,0.15811688,0.39986554,0.61933285,0.21247096,0.6553709
B87T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01526318,0.013722666,0.015332221,0,0.0357187,0.033410776,0,0,0.021611046,0.016661996,0.027924886,0.041407716,0,0.059342112,0.09018045,0,0.017846318
B12T1B3,0,0,0,0,0,0,0.048555385,0.0581512,0.029330073,0.031159706,0.038832158,0.043505188,0.044490237,0.040719505,0.05035344,0.04280335,0,0.02245276,0.03492169,0.02290693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B56T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003626388,0,0,0,0,0,0,0.008473757,0.013517161,0.021038685,0.015868548,0.031442396,0.046796374,0,0.023958715,0,0.011436515,0.017382452,0.03125317,0,0.03262313,0.03401664,0.042201545,0.06444022
B3T1L10,0,0,0,0,0,0,0,0,0,0,0,0.027440982,0.01694731,0,0.02706138,0.022423618,0,0.048629094,0.03938128,0.017066509,0.03732191,0.06375081,0.017108377,0.018565372,0.024034044,0,0,0,0.01918267,0.013804425,0.026433636,0,0,0.16068335,0.11638127,0.014556957,0.020494608
B19T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0.003883895,0.012975177,0,0,0,0,0,0.460668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37444392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B16T1B10,0.016350742,0.028856592,0,0,0,0.024321767,0.022893984,0.030025441,0.03037702,0.030778626,0.06487943,0.07011339,0.057671662,0.07031799,0.06294537,0.050531417,0.10756155,0.08578515,0.1568756,0.09689815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8T1B5,0,0,0,0,0,0,0,0,0.011170966,0.034972098,0,0.031874206,0.00612594,0.002813026,0.017411973,0,0,0,0,0,0.009697905,0.008190751,0.011253257,0,0,0,0,0,0,0,0,0,0,0,0.00767699,0.014166781,0.015271883
B4T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010845506,0.02412461,0.035904538,0,0,0,0,0,0,0,0,0,0,0,0.006094922,0.007051234,0
B25T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06353103,0.07862525,0.10469964,0.019934932,0.061238162,0.11767475,0.072059244,0,0.036642835,0.03250876,0.050718624,0.08380775,0.059053764,0.09395239,0.101290144,0.10202455,0.08324097
B12T1L6,0,0,0,0,0.016858215,0.01903382,0.022592098,0,0.052737042,0.024645153,0.20715107,0.21294244,0.12583807,0.400866,0.1238367,0.072215155,0,0,0,0.023799524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13MC02,0.08235513,0.07044358,0.009903846,0.015872693,0.043260865,0.010776687,0,0,0.00863039,0.028950367,0.022802174,0.005881215,0.010608276,0.01771296,0,0.023627391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.08467132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B25T1B5,0,0,0,0,0,0,0,0,0.011826394,0,0.030278767,0.054679085,0.035135973,0.033163443,0.013502272,0,0,0.01648148,0.01716205,0.061109364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005982537,0,0
B10D1T1,0.062872924,0.06257219,0.15602872,0.16535886,0.04175747,0,0.056528695,0.03861337,0.028754124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3T1B5,0,0,0,0,0,0,0,0,0.034144174,0.018693717,0.04468315,0.013807961,0.015708335,0.013193991,0.011344042,0.015684294,0,0,0.01630052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24T1B10,0.017699886,0.01781366,0,0,0.01787719,0.016884131,0,0,0.034481607,0.007879668,0,0.007846414,0.026149116,0.005267115,0.047468927,0.025000375,0.14455733,0.16354118,0.13737765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2T1B3,0.03550404,0.03688724,0.028861303,0.049678724,0.07797148,0.06647961,0.16261883,0.15812139,0.3779373,0.83442956,0.1360725,0.062057264,0.39773133,0.06377994,0.26546013,0.2548272,0.07084648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B20D1T1,0.059500903,0.041792367,0.0681451,0.08614411,0.064839944,0.030835023,0.02468822,0.020083174,0.014258211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B100T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159474,0.07257274,0,0.06276873,0.024685996,0.029318072,0,0.11859503,0.02018471,0.011019367,0.018824032,0,0,0,0.021254882,0.022742597,0.017106116
B41T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.014603046,0.07397534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2T1B5,0,0,0,0,0,0,0,0,0.015362058,0.018603764,0,0.020815996,0.017315133,0.020436546,0,0.014823482,0,0,0.022625413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B109T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023372103,0.020752907,0,0,0,0,0,0,0.024539907,0.015446365,0.022689654,0,0,0.0730323,0.05483296,0,0
B51T1B8,0,0,0,0,0,0,0,0,0.011216348,0.029351853,0.030463599,0.018965298,0.033778995,0.023251435,0.008861831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B40T1B8,0,0,0,0,0.026636612,0.035453096,0.043608915,0.04512121,0.07126898,0.3207415,0.07969418,0.026588514,0.15874138,0.08006838,0.16548508,0.14229974,0.05603811,0.028901266,0.026991583,0.019641856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B15T1B11,0,0,0,0,0,0,0,0,0,0,0,0.005495498,0.007707825,0.007803717,0,0,0,0,0.018306464,1.4666706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B72T1L10,0,0,0,0,0,0,0,0,0,0,0,0.004982577,0,0.006271021,0,0,0,0,0.012893784,0,0.008444562,0,0,0,0,0,0,0,0,0,0,0,0,0.033914898,0.06610557,0.20425326,0.023123765
B28T1B8,0,0,0,0,0,0,0,0,0.009432338,0,0,0,0.41532493,0.07341305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B84T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03292301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01651696,0.20737943,0.027527468
B12D1T1,0.55891323,0.1478896,0.5788524,0.8727614,0.47249764,0,0.15376152,0.10899422,0.5051148,0.06115795,0,0.0175913,0.003126786,0,0.017995141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B20T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035686772,0.025440447,0,0,0.02872871,0.018475885,0,0,0.057312556,0.058621954,0.06905472,0.03521995,0,0.056021225,0.014747726,0,0
B83T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33275634,0,0,0,0.47876042,0,0,0,0,0,0,0,0,0.01860631
B72T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023457779,0.05930139,0.037394285,0,0,0,0,0,0,0,0,0,0,0.046590626,0.054010026,0.037353095,0.019389948
B37T1B10,0,0,0,0,0,0,0,0,0.009385293,0.015402238,0.02734571,0.03978153,0.030435069,0.04879963,0.018027738,0,0.12444063,0.058584906,0.09623056,0.028734524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012348283,0.01471751,0
B110T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017461859,0.013519701,0,0,0,0,0,0,0,0,0.031440258,0,0,0.095235795,0.36714897
B15T1B10,0,0,0,0,0,0,0,0,0,0,0,0.02267091,0.01912043,0.019156009,0.013204919,0,0.090604044,0.09729412,0.06245377,0,0,0.012651669,0,0,0,0,0,0,0,0,0,0,0,0.020830845,0.018129958,0,0
B85T1L10,0,0,0,0,0.020993559,0.042296033,0.045338135,0.030966174,0.054727927,0.014130258,0.41857988,0.8092823,0.32249048,0.7795968,0.117583916,0.22888738,0.42297715,0.35367256,0.30156934,0.41758224,0.12514804,0.15894711,0.02347833,0.02704223,0.17930916,0.019906897,0,0.015010242,0.10446285,0.06358937,0.124786146,0,0,0.4409477,0.30154285,0.11055157,0.2203651
B95T1B8,0,0.015362008,0,0,0.014720322,0.017519586,0,0,0.009680987,0.04416159,0.07422018,0.014540644,0.07049893,0.07281855,0.019063296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052808665,0.5947434,0,0,0,1.1972653,0,0,0,0,0,0,0.007971539,0.024008553,0.06260627
B7T1L6,0.06437842,0.04167229,0.012827901,0.029506182,0.03411262,0.034255568,0.04184626,0.039474115,0.13550411,0.142081,0.18697454,0.13401268,0.09875644,0.10021562,0.17353158,0.115454465,0.38688254,0.07253246,0.028473984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B50T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010189866,0.011853285,0.05943563,0.043607786,0,0.02505811,0.08521735,0.019911828,0,0,0.010520339,0,0.063227646,0,0.01020381,0.008794315,0
B41T3L11,0,0,0,0,0,0,0,0,0.008051099,0.013213046,0,0,0.009279156,0,0.017277008,0.02935783,0.11082204,0.07407725,0.068030395,0,0.050541896,0.056066733,0.11606201,0.055951297,0.040790558,0.05973191,0,0.029471166,0.082835756,0.03366252,0.0390894,0.052467678,0.044334102,0.06660541,0.032014627,0.06086891,0.023697114
B35T1B10,0,0,0,0,0,0,0,0,0,0,0,0.011299527,0,0,0.014897381,0,0.15437463,0.10573593,0.12415167,0.056552406,0.029271187,0.030237198,0.096367195,0.038574126,0.04380004,0.053947367,0.048321865,0,0.02320304,0.021938292,0.030786276,0.05012756,0.08451896,0.044097934,0.0980615,0.08440937,0.06223449
B47T1B5,0,0,0,0,0,0,0,0,0,0,0.018327022,0.07408529,0.011468326,0.011250647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030946983,0.016726274,0.06170302,0,0,0.030996067,0,0,0,0.01445543,0,0,0.04104667,0,0.009949211,0.02144676,0.015710216
B23T1L6,0,0.01763574,0,0,0.015893312,0,0.032574624,0.037805058,0.012763999,0.054848474,0.03298043,0.01841207,0.062202547,0.040320314,0.14739864,0.21875156,0.22303005,0,0.010132819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B98T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012964669,0,0,0.020572854,0,0,0,0,0,0,0,0,0.022211254,0.04944475,0.029077161
B101T1B8,0,0,0,0,0,0,0,0,0,0,0,0.008724658,0.02931664,0.14500092,0,0,0,0,0.017123206,0,0.023525998,0.022779746,0,0,0.03024274,0.03609658,0,0,0,0.03351815,0.031479202,0.031853624,0,0.026717922,0.04330203,0.033939276,0
B39T1B8,0,0,0,0,0,0.020846503,0.02931812,0.030120367,0.024625473,0.026414152,0,0,0.063000284,0.022630287,0.029793892,0.05955796,0.16216733,0.07804842,0.06836674,0,0.012531536,0.016346836,0,0,0,0,0,0,0.039039038,0.014015516,0.01309174,0,0,0.026121885,0.005982816,0.013065373,0
B17T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5055087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24T1B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B36T1B10,0,0,0,0,0,0,0,0,0.008513359,0,0.03999634,0.009186833,0.014878107,0.029949244,0.013957704,0,0,0.14133239,0.12028756,0,0,0.028068118,0,0,0,0,0,0,0,0,0,0,0,0.07410734,0.019427689,0,0
B18D1T2,0,0,0,0,0.06300444,0.10495426,0.0251123,0.021501923,0.061286747,0.13364623,0.04481261,0.021733478,0.05292655,0.01571433,0.057263996,0.03912148,0.056982987,0.026907384,0.02499663,0.017193962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B52T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02135475,0.02873683,0.052642558
B80T1B5,0,0,0,0,0,0,0,0,0.015260671,0,0.016212666,0.06874124,0.006766106,0.011171684,0.011531625,0.016267596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B12T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26038018,0.2106561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B100T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44941783,0
