genome,MC02(8-10cmbsf),MC02(28-30cmbsf),D1T1(0-2cmbsf),D1T1(4-6cmbsf),D1T2(4-6cmbsf),D1T2(24-26cmbsf),T1B3R1(0-3cmbsf),T1B3R2(0-3cmbsf),T1B5(0-2cmbsf),T1B5(8-10cmbsf),T1B5(28-30cmbsf),T1B5(38-40cmbsf),T1B8(2-4cmbsf),T1B8(16-18cmbsf),T1L6T1(0-3cmbsf),T1L6T2(0-3cmbsf),T1B10(0-2cmbsf),T1B10(36-38cmbsf),T1B10(44-46cmbsf),T1B11(0-3cmbsf),T3L11(0-3cmbsf),T3L11(6-9cmbsf),T3L11(12-15cmbsf),T3L11(18-21cmbsf),T3L8(0-3cmbsf),T3L8(6-9cmbsf),T3L8(12-15cmbsf),T3L8(18-21cmbsf),T3L14(0-2cmbsf),T3L14(4-6cmbsf),T3L14(6-8cmbsf),T3L14(12-14cmbsf),T3L14(18-20cmbsf),T1L10(0-3cmbsf),T1L10(6-9cmbsf),T1L10(12-15cmbsf),T1L10(18-21cmbsf)
B21T1B10,0,0,0,0,0,0,0,0,0,0,0,0.00625511,0,0,0,0,0,0.20035146,1.2457769,0.017232742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1T1B5,0,0,0,0,0,0.02391578,0,0,0.020174515,0,0.019187342,0.086052775,0.011850749,0.02743853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B47T1B8,0,0,0,0,0,0,0,0,0.038600214,0,0.023033172,0.021431802,0.047429945,0.15308814,0,0,0,0.107221186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B57T1B8,0,0,0,0,0,0,0,0,0,0.010590369,0.019605704,0.007032398,0.089100614,0.08980318,0,0,0,0.028156985,0.109312676,0.012288967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B73T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019321075,0.017332738,0.052437164,0.021172455,0,0,0,0.033342253,0,0.01199903,0.01964143,0,0,0,0.013805254,0.011197493,0.014848023
B92T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008314818,0.008608493,0,0,0,0,0,0,0,0.011199181,0.011527114,0,0,0.03472701,0.08870388,0.027884685,0
B90T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02556574,0.02968105,0.100679494,0,0.03354623,0.055518217,0.081041366,0,0.019636739,0.02179887,0.029213611,0.041896544,0.14074504,0.03184476,0.05206641,0.14446892,0.14176473
B55T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.003092512,0,0,0,0,0,0.011978653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01736593,0.02220412,0.09561744,0.037714187
B29T1B5,0,0,0,0,0,0.01531088,0,0,0.06699416,0,0.13897897,0.13619444,0.10901124,0.10366149,0.008564386,0,0.30163267,0.031789716,0.017267892,0.04351467,0.034088857,0.023404526,0,0,0.028777188,0,0,0,0.022440925,0.024842821,0.01909552,0,0,0.050774712,0.048448667,0,0.020957237
B16T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022250528,0.016803967,0.12414773,0
B2MC02,0.050817233,0.037653457,0.014502715,0.016189141,0,0,0,0,0.010679733,0,0,0,0.004573112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B27T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.713525,0,0,0.30700046,0.07978748,0,0,0,0,0.37037647,0,0,0,0.03013375
B71T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008724568,0.03241263,0,0,0.03228104,0.033788122,0,0,0,0,0.03116567,0.0291937,0,0.015192824,0.08618202,0.056694556
B5T1B3,0,0,0,0,0,0,0.028983459,0.030851398,0.009062463,0,0,0.007303306,0.005917759,0.008836742,0.011354716,0.015994566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B56T1B5,0.41106972,0.07190444,0.20798934,0.3673318,0.6402775,0,0.19625689,0.106601425,1.4422885,0.4749244,0.111511,0.24469882,0.028116377,0.029262204,0.19159706,0.05409979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B44T3L14,0,0,0,0,0,0,0.11545816,0.095612526,0.026082011,0,0,0,0.002156749,0,0.20079929,0.44436282,0,0,0,0.033880625,0.022055196,0.016852856,0,0.16112041,0,0.07541156,0,0.048786767,0.5734343,0.21415073,0.039875936,0,0,0,0.015502452,0.11493153,0.025401128
B22T1L6,0,0,0,0,0,0,0,0,0.011363911,0,0,0,0,0,0.04243236,0.15900202,0,0.03219705,0,0,0.024215084,0.019952707,0,0.022188839,0,0,0,0,0.020342946,0.016492253,0.012086004,0,0,0.018483397,0.010782938,0.015161614,0
B7D1T1,0.05144224,0.033110693,0.067153886,0.098411575,0.044826083,0.028546505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5T1B10,0,0,0,0,0,0,0,0,0.007354995,0,0.015889538,0.017551575,0.00672343,0,0,0,0.071605176,0.3183793,0.32542825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021142442,0.012962978,0
B86T1B8,0,0.025800647,0,0.010000988,0,0.07174514,0,0,0,0,0.07068729,0.028266206,0.16771775,0.25211135,0,0,0,0.026233077,0.01713692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9T1B5,0,0,0,0,0,0,0.032432705,0.029313857,0.022722995,0.021246308,0.03178869,0.14713421,0.004921812,0.017375352,0.012855819,0.015020903,0,0.015067788,0.013147451,0.020409053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0.011139244,0.028286228,0,0,0,0,0.010723293,0,0,0.012113135,0,0.012138678,0.030611355,0.07176504,0,0.06878059,0,0,0,0,0,0,0.009152509,0.013633555,0.0231904
B18T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13714115,0.012767214,0.03199536,0.019779101,0.064077795,0,0,0,0,0,0.12290667,0,0,0,0.075461134,0
B10D1T2,0,0,0,0,0,0.19933243,0,0,0,0,0,0,0.004579845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B85T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03691084,0.091462985,0.14457405,0.06522271,0.025271174,0.123473465,0.058405805,0.01878744,0.025732007,0.014908923,0.022707544,0.12744506,0.10978937,0.032870222,0.062470686,0.18482332,0.03588478
B50T3L14,0,0,0,0,0,0,0,0,0,0,0,0.003721337,0.007665635,0.010871398,0,0,0,0,0.009897278,0,0.08704891,0.050388,0.034219008,0,0.12395453,0,0,0.016479893,0.15153088,0.102100015,0.15789664,0.04747913,0,0.12943147,0.1382132,0.055365372,0.0630405
B23T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023025097,0.0117458,0.01942994,0.020229332,0,0,0.044628836,0,0,0,0.016104626,0.017482199,0.037892267,0,0.044976495,0.07317133,0.06531475,0.04553701
B78T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011820088,0.025320856,0.06093036,0,0,0.034883697,0,0,0,0,0,0.037494607,0,0,0.015178239,0.02958794,0.014998735
B77T1B8,0,0,0,0,0,0,0,0,0,0,0.021270482,0.027204175,0.046650644,0.07357362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013916143,0.015712062,0.016678736,0,0.024932994,0.032435983,0,0,0.045974355,0.021272855,0.043785397,0.06992096,0.07276819,0,0.014784135,0.008946153,0
B10T1B11,0.06282976,0.08863404,0.032702383,0.06594496,0.35729104,0.6827737,0.26128966,0.43114838,0.24178563,0.33534613,0.7517192,0.9525088,0.7640818,0.7573769,0.47623444,0.1972731,0.79433,1.798806,1.6375481,2.436092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B67T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02091705,0.018467406,0,0,0.021590484,0.02043173,0,0,0.054102216,0.041228194,0.052714005,0.03204088,0,0.01661273,0.011459366,0,0
B43T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059674036,0.055141255,0.049307033,0,0.045916192,0.04256553,0,0,0.041958876,0.044954613,0.05100575,0.056051966,0.027371794,0.024806153,0.03192818,0.02508026,0.01667148
B61T1B5,0,0,0,0,0,0,0,0,0,0.048528876,0.08252917,0.09450554,0.00257444,0.041616555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029117601,0,0
B26T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015642721,0.01589248,0.030762488,0.011765262,0.029798862,0.061729092,0.060843553,0,0.032817967,0.019333841,0.038637366,0.064823404,0.08928822,0.028505066,0.027019935,0.026574552,0.016563108
B12T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.003082367,0.006049931,0,0,0,0,0.023769429,0.015771443,0,0.010912431,0.020215875,0,0,0.058403317,0,0,0,0,0.011768932,0,0,0,0.019907547,0.056224454,0.058171056
B8T1B8,0,0,0,0,0,0,0,0,0,0,0,0.004432368,0.008449946,0.09779303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71T1B5,0,0,0,0,0,0,0,0,0,0,0,0.16664517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B32T3L14,0,0,0,0,0,0,0,0,0,0,0,0.004224953,0.002901841,0.005134312,0.012783657,0,0,0,0.011274831,0,0.05665866,0.037209976,0.084340475,0.016008027,0.029639699,0.06530861,0.05276062,0,0.092703044,0.057922192,0.08343437,0.049998097,0.09504738,0.065270156,0.053825423,0.027530966,0.060813766
B8D1T2,0,0.013865249,0.010043228,0.01569042,0.04474162,0.19142866,0,0,0.017272504,0,0.053990316,0.046463083,0.051040567,0.13587333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B26T1B10,0,0,0,0,0,0,0,0,0,0.01836491,0,0,0,0,0,0,0,0.0610253,0.24971482,0.022899274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B69T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01653026,0.01279337,0,0,0,0,0,0,0.027924992,0.025431849,0.036965877,0.02774384,0,0.019173319,0.020429028,0,0
B9T1L6,0,0,0,0,0,0,0.026616987,0.032566946,0.034924366,0.01894582,0.028695093,0.041887823,0.027720105,0.016326215,0.11123024,0.07176797,0,0.026576087,0.010284254,0.014812089,0.018776514,0.013616055,0,0,0,0,0,0,0,0.01806745,0.020240368,0,0,0.023008272,0.023320923,0.016246155,0
B9T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.04576015,0.053596407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B60T1B8,0,0,0,0,0,0,0,0,0.016706027,0.030919004,0.105898835,0.18163723,0.08227767,0.20943227,0.025667725,0,0.06664311,0,0.01212085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B33T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114000596,0.07485625,0,0.022173733,0.028776318,0,0,0.01871278,0.089770876,0.05190385,0.053337913,0,0,0.038985405,0,0,0
B15D1T2,0.110477865,0.1808407,0.043424517,0.097557984,1.0168216,2.204302,0.13194586,0.19480342,0.42290136,1.904131,1.8039962,1.3846687,1.9083842,0.93125165,0.26720876,0.06621709,1.1519713,1.5011337,1.0658802,0.31237245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10T1B3,0.056102794,0.033000402,0.016188713,0.02447687,0.040163204,0.01399844,0.10121759,0.16172634,0.08216543,0.09279139,0.016640907,0.04025771,0.021231133,0.03327527,0.19886816,0.07653127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236799,0,0,0,0.16059048,0,0,0,0,0,0,0,0,0
B35T3L14,0,0,0,0,0,0,0.024864003,0.04447069,0.017130243,0.01713583,0,0.007874341,0.003971857,0.010100182,0.03819859,0.0213018,0.1907453,0.06120835,0,0.07914035,0.070475005,0.082754344,0.022835424,0,0.16323261,0.12313861,0.041081816,0,0.09050054,0.09660563,0.18242987,0.22928184,0.035110652,0.17309366,0.23171307,0.06121131,0.043112297
B38T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018378738,0.028683778,0.103166245,0.043219727,0.09887766,0.2871783,0.3618515,0.025592258,0,0.020813765,0.04274936,0.19330147,0.20767643,0.04675098,0.08928145,0.087930925,0.03139728
B31T1L10,0,0,0,0,0,0,0,0,0.008872091,0,0,0.003959495,0.021099364,0.015919926,0,0,0.13162884,0.023564722,0.013088508,0.12234343,0.094647616,0.037127778,0,0,0.07203682,0,0,0,0.074735284,0.1251389,0.11356446,0,0,0.2547029,0.07100343,0.008187405,0
B64T3L14,0,0,0,0,0,0,0,0.021484913,0.022610875,0.008639208,0.017690033,0.018487468,0,0.023029603,0.048388775,0.03247567,0.13551806,0.046155788,0.1662645,0.103848346,0.06978346,0.033811234,0,0,0.053524315,0,0,0,0.0888166,0.11906227,0.13250968,0.034880314,0,0.09000626,0.035120375,0,0
B16T1L6,0,0,0,0,0,0,0,0.019486122,0.023334252,0,0,0,0,0,0.1857736,0.12689218,0,0,0,0,0.009528959,0,0,0,0,0,0,0,0.033310324,0,0,0,0,0,0,0,0
B75T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.0807169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B33T1B5,0,0.02765706,0.010736743,0.009705887,0,0.15578379,0.030412178,0.01904865,0.034486324,0.027097574,0.13572073,0.2128021,0.16804108,0.38657865,0,0.014366909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B34T1B5,0,0,0,0,0,0,0,0,0,0.10632606,0,0.008134809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B99T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021329662,0.025095347,0.035755023,0.036610827,0.022799348,0.03083152,0,0.020082295,0,0,0.011087211,0.026328884,0.039859615,0,0.016578503,0.022285424,0.013352932
B101T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010767355,0,0,0,0,0.019438751,0.037924897,0.041978948,0.055530973,0,0.024010643,0.032604437,0.031984948,0,0,0.019932497,0.021098124,0.03182509,0.028687026,0.022026489,0.022292491,0.013924645,0
B113T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031965997,0.02242846,0.012544567,0,0.037854817,0,0,0,0.026619844,0.026680177,0.033573013,0,0,0.097041614,0.07060371,0.011147223,0
B1D1T1,0.018590985,0.02253162,0.024410835,0.018402012,0,0,0,0,0.018518325,0,0,0,0.012673113,0.003550793,0.013473047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B36T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009842146,0.0254987,0,0,0,0.04121513,0,0.035242558,0.022790184,0,0,0,0,0,0.010012044,0,0
B48T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026648648,0.013260094,0,0.025487807,0.018288426,0.034865636,0.051385816,0,0,0,0.03490382,0,0.012976256,0.018690353,0,0,0.055485595,0.17890695,0.07661539,0.72895694
B44T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07844242,0.054800965,0.02520889,0,0.06720195,0.06545971,0,0,0,0.034921788,0.048164185,0.028800027,0,0.04919195,0.055019993,0.2240687,0.038757868
B86T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05071361,0.05256732,0.12772001,0,0.041887816,0.09506293,0.10255069,0,0.02062428,0.028486196,0.040536214,0.06647773,0.11239801,0.02054157,0.033913717,0.19192587,0.11026445
B54T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032190297,0.07295732,0.021487076,0.02261953,0.021180177,0.032467775,0,0.045243002,0.120198965,0.029169196,0.036733475,0.037234172,0,0,0.019724015,0.010526405,0
B70T1L10,0,0,0,0,0,0,0,0,0,0.008834007,0,0,0,0,0,0,0,0.016209409,0.01806737,0,0.008386678,0.011279167,0.027919026,0.021850938,0,0.028875887,0,0.051686283,0,0.010660285,0.012504816,0.031270415,0.042591408,0.029389186,0.06101847,0.0724274,0.044686962
B50T1B5,0,0.020120913,0,0,0.01907286,0.010009676,0.022490207,0.01888887,0.016488167,0.046652026,0.065171115,0.06845533,0.029413916,0.05292496,0.022134392,0.033739746,0.1443023,0,0.017785124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14431404,0.25526786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B111T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03233492,0.07678524,0.16837944,0.042843387,0.042920496,0,0,0.087515794,0,0.011235633,0.019894244,0.028564814,0,0.021698093,0.06490826,0.30413237,0.07780729
B20T1B10,0,0,0,0,0,0,0,0,0,0,0,0.007255052,0.02736928,0.008132102,0,0,0.12283809,0.36297676,0.396689,0.042065274,0.092074454,0.10107237,0.16471271,0.06663132,0.07939306,0.06092854,0.059946213,0.07047465,0.02970187,0.06973696,0.06600886,0.08355828,0.06492894,0.20601864,0.26759487,0.07383466,0.23883948
B2T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018657474,0.029179731,0,0.030672593,0.054078326,0.08010198,0,0,0,0.011560846,0.05669285,0.03250255,0.024628898,0.054359425,0.07385149,0.018423496
B38T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.31308535,0.003689617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24T1L6,0,0,0,0,0,0,0,0,0.009305057,0,0,0,0.00838446,0.006201913,0.08579852,0.06686254,0,0,0,0.015649267,0,0.009665162,0,0,0,0,0,0,0,0,0,0,0,0.019546973,0.009988594,0,0
B14D1T1,0,0,0.027822802,0.024632232,0,0,0,0,0.008179913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B30T1L10,0,0,0,0,0,0,0,0,0,0,0,0.007470501,0.007677411,0.004643963,0,0,0,0.042803086,0.03434782,0.014674434,0,0,0,0.01741054,0,0,0,0.04015436,0,0,0,0,0,0,0.05790297,0.07382802,0.12559518
B36T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007052278,0,0.031758312,0.032958124,0.06311923,0,0.0511035,0.08476793,0.08381927,0,0.021549454,0.0241316,0.04258431,0.057118688,0.06918574,0.12556046,0.08562053,0.113829434,0.08281014
B81T1L10,0,0,0,0,0,0,0,0,0,0,0,0.004370003,0.002748899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041587703,0.15808755,0.00991904,0
B70T1B5,0,0,0,0,0,0,0,0,0.02333826,0.12575094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B15T1B3,0,0.015772935,0,0,0,0,0.027194837,0.022946445,0.033753738,0,0,0,0.021499828,0.004813272,0.028503558,0.021473404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104T1B8,0,0,0,0,0,0,0,0,0,0,0,0.0108395,0.032351397,0.21482964,0,0,0,0.029234808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B27D1T2,0.05634498,0.046367124,0.018038498,0.025755653,0.1164869,0.07370533,0.0472381,0.059879087,0.051947147,0.07139775,0.01972772,0.025927898,0.025271356,0.038498007,0.07183545,0.049661513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11D1T1,0.019370306,0.030508682,0.07127478,0.06901596,0.046131674,0.01819602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0.002386219,0,0,0,0,0.016844746,0.008034986,0,0.029131122,0.027831577,0.018410997,0,0.030615455,0,0,0,0.025255425,0.034592148,0.041215338,0.03494956,0,0.067197256,0.08541093,0.075232066,0.030042114
B46T1B8,0,0,0,0,0,0,0,0,0,0,0,0,0.07543901,0.024061458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B70T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012838519,0,0.031338796,0.02797944,0.0225725,0.19879553,0,0,0,0.053301424,0,0.018213207,0.02008787,0,0,0.025383575,0.024699407,0.012138243,0
B68T1B8,0,0,0.0137741,0.017836295,0.036727812,0,0.06382563,0.07657104,0.15849735,0.08748953,0.033551916,0.050084673,0.12690184,0.086025484,0.1308373,0.10340485,0.1463811,0.051590927,0.023015523,0.06619146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B28T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011399586,0,0,0,0,0,0,0,0.04616306,0.037633736,0.05640311,0,0,0,0,0,0
B103T1L10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021229241,0.017564485,0.078411385,0.07847163
B48T3L14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021479761,0.03120397,0.059058513,0.017159479,0.046393037,0.07330366,0.12392359,0,0.057947095,0.02788606,0.057727713,0.107164726,0.16992798,0.038422454,0.04932162,0.08054798,0.039832424
B94T1B8,0,0,0,0,0,0.017671058,0,0,0,0,0.013556687,0.0466903,0.02691741,0.12551975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B66T3L14,0,0,0,0,0,0,0,0,0,0.011029614,0,0,0,0,0,0,0,0,0,0,0.1226756,0.08017138,0,0,0.05989523,0,0,0,0.13759087,0.10114124,0.1261944,0.039217107,0,0.06890082,0,0,0
B30T3L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03195815,0.022976527,0.05082825,0.03932504,0.020539206,0.032063704,0.0323837,0.015051297,0,0.013300257,0.014799115,0,0,0.018361999,0.014618556,0.010693029,0.011618274
B6D1T1,0.034521293,0,0.045029864,0.052090876,0,0,0.01926977,0.018152889,0.029528284,0,0,0,0,0,0.014573811,0.022493588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B18T1B8,0,0,0,0,0,0,0.020270698,0.02441677,0.02236866,0.013851679,0.031945653,0.046468627,0.050735954,0.036998834,0.037720267,0.024854675,0,0.017296834,0.012542938,0.020460563,0.016351726,0.009480974,0,0,0,0,0,0,0.02086882,0.014564469,0.017679662,0,0,0.018297775,0.016669556,0,0
B80T1B8,0,0.015587825,0.009371155,0,0,0,0.048052818,0.03934626,0.054463655,0.025069803,0,0,0.068417974,0.02855101,0.05078491,0.11955297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23T1B5,0,0,0,0,0,0,0,0,0,0,0.28211033,0.057961598,0.005666931,0.008511066,0,0,0,0,0.012733578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007617057,0.013019911,0
B23D1T1,0.12007845,0.10802451,0.11638138,0.18976587,0.18621308,0.14941813,0.03771545,0.03019539,0.07482983,0.09898378,0.027267635,0.015494348,0.15452737,0.022876224,0.027854135,0.03127974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10T1B10,0,0,0,0,0,0,0,0,0,0,0,0,0.005790385,0.010728988,0,0,0,0.03594313,0.15799502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1T1B3,0,0,0,0,0.017750094,0.022961989,0.049469393,0.051673986,0.0491806,0.14460516,0.05135632,0.02439201,0.05598157,0.02631363,0.11335877,0.094822146,0.0806823,0.042405616,0.037540656,0.026699062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B39T3L8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014098077,0.032923825,0.053537313,0.019748935,0.028114092,0.13422154,0.063521564,0.0199716,0,0,0,0.068941414,0.061061207,0,0.030562913,0.07897814,0.01744419
B6T1L6,0,0,0,0,0,0,0.08247341,0.050708547,0.034061927,0,0,0,0,0,0.11941653,0.45068115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B57T1L10,0,0,0,0,0,0,0,0,0.010461121,0,0,0,0,0,0.02096581,0.05284222,0,0.095959716,0.020304797,0.01272747,0.08220439,0.08139594,0.037948523,0.06656481,0.054109633,0.060402356,0,0.029364536,0.057062358,0.0513514,0.053781588,0.05121126,0.034924127,0.10163075,0.0993952,0.13425443,0.05316961
